"run_timestamp","mode","action_type","source_relative_path","destination_relative_path","actual_destination_relative_path","item_type","size_bytes","size_mb","status","reason"
"2026-06-22T11:45:37","APPLIED","move","phidu\04_pha_health_welfare_services_use_and_provision_of_health_and_welfare_services.xlsx","_archive\exploratory\phidu_pha_workbooks\04_pha_health_welfare_services_use_and_provision_of_health_and_welfare_services.xlsx","_archive\exploratory\phidu_pha_workbooks\04_pha_health_welfare_services_use_and_provision_of_health_and_welfare_services.xlsx","missing","0","0","source_missing_skipped","Exploratory PHA workbook."
"2026-06-22T11:45:37","APPLIED","move","phidu\05_pha_demographic_social_demographic_and_social_indicators.xlsx","_archive\exploratory\phidu_pha_workbooks\05_pha_demographic_social_demographic_and_social_indicators.xlsx","_archive\exploratory\phidu_pha_workbooks\05_pha_demographic_social_demographic_and_social_indicators.xlsx","missing","0","0","source_missing_skipped","Exploratory PHA workbook."
"2026-06-22T11:45:37","APPLIED","move","phidu\06_phn_socioeconomic_disadvantage_socioeconomic_disadvantage_of_area_within_primary_health_networks_phns_data_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\06_phn_socioeconomic_disadvantage_socioeconomic_disadvantage_of_area_within_primary_health_networks_phns_data_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\06_phn_socioeconomic_disadvantage_socioeconomic_disadvantage_of_area_within_primary_health_networks_phns_data_xlsx.xlsx","missing","0","0","source_missing_skipped","Exploratory PHN workbook superseded by official LGA/PHN extraction path."
"2026-06-22T11:45:37","APPLIED","move","phidu\07_phn_first_nations_aboriginal_torres_strait_islander_data_by_primary_health_network_incl_component_iares_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\07_phn_first_nations_aboriginal_torres_strait_islander_data_by_primary_health_network_incl_component_iares_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\07_phn_first_nations_aboriginal_torres_strait_islander_data_by_primary_health_network_incl_component_iares_xlsx.xlsx","missing","0","0","source_missing_skipped","Exploratory PHN workbook superseded by official LGA/PHN extraction path."
"2026-06-22T11:45:37","APPLIED","move","phidu\09_unknown_socioeconomic_disadvantage_indigenous_status_comparison_by_socioeconomic_outcomes_of_area_data_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\09_unknown_socioeconomic_disadvantage_indigenous_status_comparison_by_socioeconomic_outcomes_of_area_data_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\09_unknown_socioeconomic_disadvantage_indigenous_status_comparison_by_socioeconomic_outcomes_of_area_data_xlsx.xlsx","missing","0","0","source_missing_skipped","Exploratory workbook."
"2026-06-22T11:45:37","APPLIED","move","phidu\10_seifa_quintile_socioeconomic_disadvantage_socioeconomic_disadvantage_of_area_data_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\10_seifa_quintile_socioeconomic_disadvantage_socioeconomic_disadvantage_of_area_data_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\10_seifa_quintile_socioeconomic_disadvantage_socioeconomic_disadvantage_of_area_data_xlsx.xlsx","missing","0","0","source_missing_skipped","Exploratory workbook."
"2026-06-22T11:45:37","APPLIED","rename_or_rehome","ndis_service_area\ndis_explore_data_page.html","ndia\service_area_candidate\source_pages\ndis_explore_data_page.html","ndia\service_area_candidate\source_pages\ndis_explore_data_page.html","missing","0","0","source_missing_skipped","Consolidate NDIS service-area candidate page under raw\ndia."
"2026-06-22T11:45:37","APPLIED","move","ndia\explore_data_tool_capture","_archive\browser_captures\ndia_explore_data_tool_capture","_archive\browser_captures\ndia_explore_data_tool_capture","missing","0","0","source_missing_skipped","Browser/network capture debris. Preserve outside active raw source layer."
"2026-06-22T11:45:37","APPLIED","move","ndia\explore_data_tool_historical_probe","_archive\browser_captures\ndia_explore_data_tool_historical_probe","_archive\browser_captures\ndia_explore_data_tool_historical_probe","missing","0","0","source_missing_skipped","Historical browser/API probe debris. Preserve outside active raw source layer."
"2026-06-22T11:45:37","APPLIED","move","ndia\public_data_downloads","_archive\large_caches\ndia_public_data_downloads","_archive\large_caches\ndia_public_data_downloads","directory","458646307","437.399","moved","Large full NDIA public download cache. raw\ndia\public_poc_selected remains active for current POC processing."
"2026-06-22T11:45:37","APPLIED","rename_or_rehome","state_health_geography\nsw_health_lhd_page.html","state_health_geography\source_pages\nsw_health_lhd_page.html","state_health_geography\source_pages\nsw_health_lhd_page.html","missing","0","0","source_missing_skipped","Source-page provenance."
"2026-06-22T11:45:37","APPLIED","rename_or_rehome","state_health_geography\discovered_downloads","state_health_geography\downloads","state_health_geography\downloads","missing","0","0","source_missing_skipped","Rename generic discovered_downloads to downloads."
"2026-06-22T11:45:37","APPLIED","rename_or_rehome","health\phn_concordance","geography_bridges\phn_concordance","geography_bridges\phn_concordance","missing","0","0","source_missing_skipped","PHN concordance is a geography bridge, not a general health raw source."
"2026-06-22T11:45:37","APPLIED","remove_empty_dirs","","","","directory","0","0","removed_empty_dirs_0","Removed empty directories after cleanup."
