source_family,source_path,source_table,native_geography,status,rows,columns,key_columns_detected,output_csv,output_parquet,parquet_status,reason,caveat
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31106_springwood_kingston_2021_22.csv,aihw_regional_profiles_sa3_31106_springwood_kingston_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31201_bowen_basin_north_2021_22.csv,aihw_regional_profiles_sa3_31201_bowen_basin_north_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31202_mackay_2021_22.csv,aihw_regional_profiles_sa3_31202_mackay_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31203_whitsunday_2021_22.csv,aihw_regional_profiles_sa3_31203_whitsunday_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31301_bribie_beachmere_2021_22.csv,aihw_regional_profiles_sa3_31301_bribie_beachmere_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31302_caboolture_2021_22.csv,aihw_regional_profiles_sa3_31302_caboolture_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31303_caboolture_hinterland_2021_22.csv,aihw_regional_profiles_sa3_31303_caboolture_hinterland_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31304_narangba_burpengary_2021_22.csv,aihw_regional_profiles_sa3_31304_narangba_burpengary_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31305_redcliffe_2021_22.csv,aihw_regional_profiles_sa3_31305_redcliffe_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31401_the_hills_district_2021_22.csv,aihw_regional_profiles_sa3_31401_the_hills_district_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31402_north_lakes_2021_22.csv,aihw_regional_profiles_sa3_31402_north_lakes_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31403_strathpine_2021_22.csv,aihw_regional_profiles_sa3_31403_strathpine_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31501_far_north_2021_22.csv,aihw_regional_profiles_sa3_31501_far_north_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31502_outback_north_2021_22.csv,aihw_regional_profiles_sa3_31502_outback_north_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31503_outback_south_2021_22.csv,aihw_regional_profiles_sa3_31503_outback_south_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31601_buderim_2021_22.csv,aihw_regional_profiles_sa3_31601_buderim_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31602_caloundra_2021_22.csv,aihw_regional_profiles_sa3_31602_caloundra_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31603_maroochy_2021_22.csv,aihw_regional_profiles_sa3_31603_maroochy_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31605_noosa_2021_22.csv,aihw_regional_profiles_sa3_31605_noosa_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31606_sunshine_coast_hinterland_2021_22.csv,aihw_regional_profiles_sa3_31606_sunshine_coast_hinterland_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31607_nambour_2021_22.csv,aihw_regional_profiles_sa3_31607_nambour_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31608_noosa_hinterland_2021_22.csv,aihw_regional_profiles_sa3_31608_noosa_hinterland_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31701_toowoomba_2021_22.csv,aihw_regional_profiles_sa3_31701_toowoomba_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31801_charters_towers_ayr_ingham_2021_22.csv,aihw_regional_profiles_sa3_31801_charters_towers_ayr_ingham_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31802_townsville_2021_22.csv,aihw_regional_profiles_sa3_31802_townsville_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31901_bundaberg_2021_22.csv,aihw_regional_profiles_sa3_31901_bundaberg_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31902_burnett_2021_22.csv,aihw_regional_profiles_sa3_31902_burnett_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31903_gympie_cooloola_2021_22.csv,aihw_regional_profiles_sa3_31903_gympie_cooloola_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31904_hervey_bay_2021_22.csv,aihw_regional_profiles_sa3_31904_hervey_bay_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_31905_maryborough_2021_22.csv,aihw_regional_profiles_sa3_31905_maryborough_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40101_adelaide_city_2021_22.csv,aihw_regional_profiles_sa3_40101_adelaide_city_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40102_adelaide_hills_2021_22.csv,aihw_regional_profiles_sa3_40102_adelaide_hills_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40103_burnside_2021_22.csv,aihw_regional_profiles_sa3_40103_burnside_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40104_campbelltown_sa_2021_22.csv,aihw_regional_profiles_sa3_40104_campbelltown_sa_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40105_norwood_payneham_st_peters_2021_22.csv,aihw_regional_profiles_sa3_40105_norwood_payneham_st_peters_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40106_prospect_walkerville_2021_22.csv,aihw_regional_profiles_sa3_40106_prospect_walkerville_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40107_unley_2021_22.csv,aihw_regional_profiles_sa3_40107_unley_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40201_gawler_two_wells_2021_22.csv,aihw_regional_profiles_sa3_40201_gawler_two_wells_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40202_playford_2021_22.csv,aihw_regional_profiles_sa3_40202_playford_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40203_port_adelaide_east_2021_22.csv,aihw_regional_profiles_sa3_40203_port_adelaide_east_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40204_salisbury_2021_22.csv,aihw_regional_profiles_sa3_40204_salisbury_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40205_tea_tree_gully_2021_22.csv,aihw_regional_profiles_sa3_40205_tea_tree_gully_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40301_holdfast_bay_2021_22.csv,aihw_regional_profiles_sa3_40301_holdfast_bay_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40302_marion_2021_22.csv,aihw_regional_profiles_sa3_40302_marion_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40303_mitcham_2021_22.csv,aihw_regional_profiles_sa3_40303_mitcham_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40304_onkaparinga_2021_22.csv,aihw_regional_profiles_sa3_40304_onkaparinga_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40401_charles_sturt_2021_22.csv,aihw_regional_profiles_sa3_40401_charles_sturt_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40402_port_adelaide_west_2021_22.csv,aihw_regional_profiles_sa3_40402_port_adelaide_west_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40403_west_torrens_2021_22.csv,aihw_regional_profiles_sa3_40403_west_torrens_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40501_barossa_2021_22.csv,aihw_regional_profiles_sa3_40501_barossa_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40502_lower_north_2021_22.csv,aihw_regional_profiles_sa3_40502_lower_north_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40503_mid_north_2021_22.csv,aihw_regional_profiles_sa3_40503_mid_north_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40504_yorke_peninsula_2021_22.csv,aihw_regional_profiles_sa3_40504_yorke_peninsula_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40601_eyre_peninsula_and_south_west_2021_22.csv,aihw_regional_profiles_sa3_40601_eyre_peninsula_and_south_west_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40602_outback_north_and_east_2021_22.csv,aihw_regional_profiles_sa3_40602_outback_north_and_east_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40701_fleurieu_kangaroo_island_2021_22.csv,aihw_regional_profiles_sa3_40701_fleurieu_kangaroo_island_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40702_limestone_coast_2021_22.csv,aihw_regional_profiles_sa3_40702_limestone_coast_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_40703_murray_and_mallee_2021_22.csv,aihw_regional_profiles_sa3_40703_murray_and_mallee_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50101_augusta_margaret_river_busselton_2021_22.csv,aihw_regional_profiles_sa3_50101_augusta_margaret_river_busselton_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50102_bunbury_2021_22.csv,aihw_regional_profiles_sa3_50102_bunbury_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50103_manjimup_2021_22.csv,aihw_regional_profiles_sa3_50103_manjimup_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50201_mandurah_2021_22.csv,aihw_regional_profiles_sa3_50201_mandurah_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50301_cottesloe_claremont_2021_22.csv,aihw_regional_profiles_sa3_50301_cottesloe_claremont_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50302_perth_city_2021_22.csv,aihw_regional_profiles_sa3_50302_perth_city_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50401_bayswater_bassendean_2021_22.csv,aihw_regional_profiles_sa3_50401_bayswater_bassendean_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50402_mundaring_2021_22.csv,aihw_regional_profiles_sa3_50402_mundaring_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50403_swan_2021_22.csv,aihw_regional_profiles_sa3_50403_swan_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50501_joondalup_2021_22.csv,aihw_regional_profiles_sa3_50501_joondalup_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50502_stirling_2021_22.csv,aihw_regional_profiles_sa3_50502_stirling_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50503_wanneroo_2021_22.csv,aihw_regional_profiles_sa3_50503_wanneroo_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50601_armadale_2021_22.csv,aihw_regional_profiles_sa3_50601_armadale_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50602_belmont_victoria_park_2021_22.csv,aihw_regional_profiles_sa3_50602_belmont_victoria_park_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50603_canning_2021_22.csv,aihw_regional_profiles_sa3_50603_canning_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50604_gosnells_2021_22.csv,aihw_regional_profiles_sa3_50604_gosnells_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50605_kalamunda_2021_22.csv,aihw_regional_profiles_sa3_50605_kalamunda_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50606_serpentine_jarrahdale_2021_22.csv,aihw_regional_profiles_sa3_50606_serpentine_jarrahdale_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50607_south_perth_2021_22.csv,aihw_regional_profiles_sa3_50607_south_perth_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50701_cockburn_2021_22.csv,aihw_regional_profiles_sa3_50701_cockburn_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
