"run_timestamp","mode","action_type","source_relative_path","destination_relative_path","actual_destination_relative_path","item_type","size_bytes","size_mb","status","reason"
"2026-06-22T11:45:10","DRY_RUN","move","phidu\03_lga_unknown_phn_data_with_component_lgas_xlsx.xlsx","_archive\duplicates\phidu\03_lga_unknown_phn_data_with_component_lgas_DUPLICATE_OF_OFFICIAL_PHN_LGA.xlsx","_archive\duplicates\phidu\03_lga_unknown_phn_data_with_component_lgas_DUPLICATE_OF_OFFICIAL_PHN_LGA.xlsx","file","27432259","26.161","planned","Exact duplicate of official PHN-with-component-LGAs workbook."
"2026-06-22T11:45:10","DRY_RUN","move","phidu\01_pha_health_status_disability_carers_deaths_health_status_disease_prevention_disability_carers_and_deaths.xlsx","_archive\exploratory\phidu_pha_workbooks\01_pha_health_status_disability_carers_deaths_health_status_disease_prevention_disability_carers_and_deaths.xlsx","_archive\exploratory\phidu_pha_workbooks\01_pha_health_status_disability_carers_deaths_health_status_disease_prevention_disability_carers_and_deaths.xlsx","file","33773486","32.209","planned","Exploratory PHA workbook. Keep out of active LGA/PHN raw context."
"2026-06-22T11:45:10","DRY_RUN","move","phidu\04_pha_health_welfare_services_use_and_provision_of_health_and_welfare_services.xlsx","_archive\exploratory\phidu_pha_workbooks\04_pha_health_welfare_services_use_and_provision_of_health_and_welfare_services.xlsx","_archive\exploratory\phidu_pha_workbooks\04_pha_health_welfare_services_use_and_provision_of_health_and_welfare_services.xlsx","file","23114957","22.044","planned","Exploratory PHA workbook."
"2026-06-22T11:45:10","DRY_RUN","move","phidu\05_pha_demographic_social_demographic_and_social_indicators.xlsx","_archive\exploratory\phidu_pha_workbooks\05_pha_demographic_social_demographic_and_social_indicators.xlsx","_archive\exploratory\phidu_pha_workbooks\05_pha_demographic_social_demographic_and_social_indicators.xlsx","file","14781521","14.097","planned","Exploratory PHA workbook."
"2026-06-22T11:45:10","DRY_RUN","move","phidu\06_phn_socioeconomic_disadvantage_socioeconomic_disadvantage_of_area_within_primary_health_networks_phns_data_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\06_phn_socioeconomic_disadvantage_socioeconomic_disadvantage_of_area_within_primary_health_networks_phns_data_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\06_phn_socioeconomic_disadvantage_socioeconomic_disadvantage_of_area_within_primary_health_networks_phns_data_xlsx.xlsx","file","9051093","8.632","planned","Exploratory PHN workbook superseded by official LGA/PHN extraction path."
"2026-06-22T11:45:10","DRY_RUN","move","phidu\07_phn_first_nations_aboriginal_torres_strait_islander_data_by_primary_health_network_incl_component_iares_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\07_phn_first_nations_aboriginal_torres_strait_islander_data_by_primary_health_network_incl_component_iares_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\07_phn_first_nations_aboriginal_torres_strait_islander_data_by_primary_health_network_incl_component_iares_xlsx.xlsx","file","9867090","9.41","planned","Exploratory PHN workbook superseded by official LGA/PHN extraction path."
"2026-06-22T11:45:10","DRY_RUN","move","phidu\09_unknown_socioeconomic_disadvantage_indigenous_status_comparison_by_socioeconomic_outcomes_of_area_data_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\09_unknown_socioeconomic_disadvantage_indigenous_status_comparison_by_socioeconomic_outcomes_of_area_data_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\09_unknown_socioeconomic_disadvantage_indigenous_status_comparison_by_socioeconomic_outcomes_of_area_data_xlsx.xlsx","file","3450625","3.291","planned","Exploratory workbook."
"2026-06-22T11:45:10","DRY_RUN","move","phidu\10_seifa_quintile_socioeconomic_disadvantage_socioeconomic_disadvantage_of_area_data_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\10_seifa_quintile_socioeconomic_disadvantage_socioeconomic_disadvantage_of_area_data_xlsx.xlsx","_archive\exploratory\phidu_nonselected_workbooks\10_seifa_quintile_socioeconomic_disadvantage_socioeconomic_disadvantage_of_area_data_xlsx.xlsx","file","6593110","6.288","planned","Exploratory workbook."
"2026-06-22T11:45:10","DRY_RUN","rename_or_rehome","ndis_service_area\ndis_explore_data_page.html","ndia\service_area_candidate\source_pages\ndis_explore_data_page.html","ndia\service_area_candidate\source_pages\ndis_explore_data_page.html","file","31395","0.03","planned","Consolidate NDIS service-area candidate page under raw\ndia."
"2026-06-22T11:45:10","DRY_RUN","move","ndia\explore_data_tool_capture","_archive\browser_captures\ndia_explore_data_tool_capture","_archive\browser_captures\ndia_explore_data_tool_capture","directory","57581063","54.914","planned","Browser/network capture debris. Preserve outside active raw source layer."
"2026-06-22T11:45:10","DRY_RUN","move","ndia\explore_data_tool_historical_probe","_archive\browser_captures\ndia_explore_data_tool_historical_probe","_archive\browser_captures\ndia_explore_data_tool_historical_probe","directory","6580767","6.276","planned","Historical browser/API probe debris. Preserve outside active raw source layer."
"2026-06-22T11:45:10","DRY_RUN","rename_or_rehome","state_health_geography\nsw_health_lhd_page.html","state_health_geography\source_pages\nsw_health_lhd_page.html","state_health_geography\source_pages\nsw_health_lhd_page.html","file","84966","0.081","planned","Source-page provenance."
"2026-06-22T11:45:11","DRY_RUN","rename_or_rehome","state_health_geography\discovered_downloads","state_health_geography\downloads","state_health_geography\downloads","directory","22908865","21.848","planned","Rename generic discovered_downloads to downloads."
"2026-06-22T11:45:11","DRY_RUN","rename_or_rehome","health\phn_concordance","geography_bridges\phn_concordance","geography_bridges\phn_concordance","directory","139014","0.133","planned","PHN concordance is a geography bridge, not a general health raw source."
